wall,loadavg_1m,cpu_busy_pct,rt_ratio_dl,rt_ratio_ul,gpu_temp_c,gpu_util_pct,gpu_mem_mib
1789629692.737,7.20,32.7,0.9173,0.9165,67,82,1911
1789629693.739,7.20,14.2,0.9282,0.9292,60,0,1911
1789629694.741,7.20,37.2,0.9192,0.9182,69,83,1911
1789629695.744,7.20,20.9,0.9333,0.9333,60,41,1911
1789629696.746,7.20,24.3,0.924,0.925,64,0,1911
1789629697.748,6.79,32.0,0.927,0.926,68,82,1911
1789629698.75,6.79,14.3,0.9323,0.9323,61,0,1911
1789629699.753,6.79,27.9,0.9287,0.9307,67,83,1911
1789629700.755,6.79,18.5,0.9333,0.9323,62,0,1911
1789629701.757,6.79,36.4,0.927,0.927,69,82,1911
1789629702.759,6.56,19.3,0.93,0.929,61,0,1911
1789629703.761,6.56,27.2,0.9279,0.9279,71,22,1911
1789629704.763,6.56,29.3,0.9251,0.9251,68,84,1911
1789629705.765,6.56,18.3,0.9273,0.9273,62,0,1911
1789629706.768,6.56,37.1,0.9207,0.9217,70,82,1911
1789629707.771,6.12,19.0,0.9264,0.9264,61,71,1911
1789629708.773,6.12,28.7,0.9224,0.9214,71,0,1911
1789629709.775,6.12,27.2,0.929,0.93,69,82,1911
1789629710.777,6.12,18.8,0.9243,0.9233,63,0,1911
1789629711.779,6.12,37.1,0.913,0.914,71,82,1911
1789629712.782,6.19,18.3,0.9333,0.9333,62,76,1911
1789629713.784,6.19,28.6,0.9234,0.9224,71,0,1911
1789629714.787,6.19,29.1,0.9295,0.9305,69,81,1911
1789629715.788,6.19,17.8,0.9333,0.9323,63,0,1911
1789629716.791,6.19,36.5,0.914,0.914,71,80,1911
1789629717.792,5.93,19.5,0.9244,0.9254,62,85,1911
1789629718.795,5.93,26.5,0.9209,0.9199,72,0,1911
1789629719.797,5.93,30.9,0.9167,0.9177,70,81,1911
1789629720.799,5.93,16.2,0.9334,0.9324,63,0,1911
1789629721.801,5.93,36.8,0.921,0.922,71,81,1911
1789629722.804,5.70,19.4,0.9301,0.9291,63,70,1911
1789629723.805,5.70,28.1,0.9283,0.9283,72,0,1911
1789629724.808,5.70,29.8,0.9221,0.9221,69,81,1911
1789629725.81,5.70,17.0,0.9311,0.9321,64,0,1911
1789629726.812,5.72,36.5,0.9153,0.9153,71,83,1911
1789629727.814,5.72,20.5,0.9305,0.9315,63,82,1911
1789629728.817,5.72,26.0,0.9298,0.9278,72,0,1911
1789629729.819,5.72,30.9,0.9249,0.9259,70,82,1911
1789629730.821,5.72,17.8,0.927,0.9267,64,0,1911
1789629731.823,5.42,35.1,0.9161,0.9154,72,68,1911
1789629732.826,5.42,22.5,0.9311,0.9321,63,82,1911
1789629733.827,5.42,23.3,0.9274,0.9264,69,0,1911
1789629734.83,5.42,31.7,0.9187,0.919,71,80,1911
1789629735.832,5.42,14.6,0.9294,0.9292,64,0,1911
1789629736.834,6.51,28.1,0.9291,0.9301,69,82,1911
1789629737.836,6.51,18.2,0.9282,0.9282,65,0,1911
1789629738.838,6.51,36.4,0.9258,0.9258,72,83,1911
1789629739.84,6.51,9.2,0.9341,0.9335,64,0,1911
1789629740.842,6.51,35.4,0.9171,0.9177,71,83,1911
1789629741.844,6.55,18.2,0.9323,0.9323,64,2,1911
1789629742.846,6.55,31.1,0.9271,0.9261,72,22,1911
1789629743.85,6.55,27.3,0.9247,0.9257,63,82,1911
1789629744.852,6.55,20.4,0.9241,0.9241,66,0,1911
1789629745.854,6.55,33.5,0.9252,0.9246,71,82,1911
1789629746.857,7.23,17.3,0.9323,0.9329,64,0,1911
1789629747.859,7.23,33.8,0.9171,0.9171,73,61,1911
1789629748.861,7.23,24.0,0.9222,0.9212,64,83,1911
1789629749.863,7.23,23.8,0.9221,0.9231,71,0,1911
1789629750.867,7.23,34.6,0.9156,0.9166,71,81,1911
1789629751.869,6.89,12.0,0.9334,0.9321,65,0,1911
1789629752.872,6.89,32.0,0.92,0.9194,72,81,1911
1789629753.875,6.89,16.4,0.9278,0.9278,65,0,1911
1789629754.877,6.89,34.5,0.9202,0.9202,73,83,1911
1789629755.879,6.89,22.8,0.9241,0.9251,64,76,1911
1789629756.881,6.58,24.8,0.9211,0.9211,73,0,1911
1789629757.884,6.58,29.4,0.9272,0.9272,71,83,1911
1789629758.886,6.58,17.6,0.9252,0.9242,66,0,1911
1789629759.888,6.58,36.1,0.9179,0.9179,73,82,1911
1789629760.891,6.58,19.6,0.9319,0.9329,64,34,1911
1789629761.893,6.53,27.4,0.9241,0.9241,73,0,1911
1789629762.895,6.53,29.7,0.9269,0.9259,73,82,1911
1789629763.897,6.53,16.2,0.9288,0.9298,66,0,1911
1789629764.9,6.53,36.3,0.923,0.923,73,83,1911
1789629765.902,6.53,10.1,0.9352,0.9342,64,0,1911
1789629766.904,7.29,36.4,0.93,0.93,72,82,1911
1789629767.906,7.29,19.3,0.932,0.932,65,8,1911
1789629768.908,7.29,27.9,0.9255,0.9265,74,16,1911
1789629769.911,7.29,29.1,0.9285,0.9283,64,83,1911
1789629770.913,7.29,16.5,0.9281,0.9274,66,0,1911
1789629771.915,8.15,36.9,0.9182,0.9189,73,83,1911
1789629772.917,8.15,19.0,0.9272,0.9274,65,2,1911
1789629773.919,8.15,27.6,0.9192,0.9182,74,20,1911
1789629774.923,8.15,28.5,0.9191,0.9211,64,83,1911
1789629775.925,8.15,17.3,0.9292,0.9272,67,0,1911
1789629776.927,8.94,36.3,0.9212,0.9222,73,82,1911
1789629777.929,8.94,15.6,0.9338,0.9336,65,0,1911
1789629778.932,8.94,29.0,0.9291,0.9284,74,52,1911
1789629779.934,8.94,26.8,0.92,0.921,64,83,1911
1789629780.936,8.94,19.6,0.9264,0.9264,69,0,1911
1789629781.938,8.46,11.1,0.9341,0.9331,64,0,1911
1789629782.94,8.46,11.8,0.934,0.934,63,0,1911
1789629783.942,8.46,12.3,0.9293,0.9301,62,4,685
1789629784.944,8.46,13.2,0.9283,0.9275,62,0,777
1789629785.946,8.46,26.3,0.8803,0.8813,62,0,1253
1789629786.947,8.10,12.9,0.9284,0.9284,63,0,1255
1789629787.95,8.10,19.2,0.917,0.918,62,21,1255
1789629788.952,8.10,25.4,0.922,0.9204,62,4,1255
1789629789.954,8.10,27.4,0.9112,0.9108,62,0,1255
1789629790.956,8.10,29.7,0.9132,0.9142,62,19,1255
1789629791.958,8.74,26.7,0.9154,0.9154,61,4,1255
1789629792.96,8.74,27.6,0.9212,0.9212,61,0,1255
1789629793.963,8.74,18.0,0.9221,0.9211,62,12,1255
1789629794.965,8.74,38.7,0.9112,0.9122,61,6,1255
1789629795.967,8.74,27.8,0.911,0.911,61,0,1255
1789629796.97,8.68,32.4,0.9133,0.9133,61,13,1255
1789629797.972,8.68,37.0,0.9102,0.9102,61,3,1255
1789629798.975,8.68,28.3,0.919,0.919,61,0,1255
1789629799.977,8.68,18.2,0.9251,0.9251,61,2,1255
1789629800.98,8.68,39.5,0.9045,0.9045,62,16,1255
1789629801.982,8.22,28.3,0.9181,0.9181,60,0,1255
1789629802.984,8.22,18.1,0.9283,0.9273,61,0,1255
1789629803.986,8.22,13.4,0.928,0.929,63,32,1255
1789629804.988,8.22,26.3,0.9221,0.9211,60,0,1255
1789629805.99,8.22,30.8,0.9148,0.9158,60,0,1255
1789629806.993,8.77,39.1,0.9096,0.9096,60,27,1255
1789629807.995,8.77,27.5,0.919,0.918,60,0,1255
1789629808.997,8.77,31.0,0.9154,0.9163,61,0,1255
1789629809.999,8.77,24.6,0.9201,0.9201,60,15,1255
1789629811.001,8.77,25.6,0.9263,0.9253,60,0,1255
1789629812.003,8.38,31.5,0.9142,0.9142,62,16,1255
1789629813.005,8.38,27.4,0.9351,0.9361,60,13,1255
1789629814.008,8.38,26.7,0.9279,0.9279,60,0,1255
1789629815.01,8.38,20.2,0.9252,0.9252,62,3,1255
1789629816.012,8.38,36.8,0.9152,0.9142,60,13,1255
1789629817.014,7.87,27.7,0.9172,0.9172,59,0,1255
1789629818.017,7.87,22.4,0.9224,0.9224,61,17,1255
1789629819.019,7.87,35.8,0.9111,0.9121,59,0,1255
1789629820.021,7.87,15.0,0.9303,0.9303,60,0,1255
1789629821.024,7.87,35.1,0.9214,0.9204,62,15,1255
1789629822.025,7.80,23.0,0.9285,0.9295,59,14,1255
1789629823.027,7.80,27.4,0.9205,0.9195,59,0,1255
1789629824.029,7.80,32.0,0.9152,0.9161,61,4,1255
1789629825.031,7.80,13.8,0.9326,0.9319,59,29,1255
1789629826.033,7.80,9.7,0.9344,0.9342,59,0,1255
1789629827.035,7.42,9.1,0.9344,0.9351,59,0,1255
1789629828.037,7.42,12.1,0.9291,0.9294,59,0,685
1789629829.039,7.42,11.9,0.9262,0.9262,59,5,777
1789629830.042,7.42,14.3,0.9249,0.9249,59,42,2613
1789629831.044,7.42,33.2,0.9202,0.9202,70,89,2857
1789629832.046,7.06,13.6,0.9302,0.9302,62,0,2857
1789629833.049,7.06,42.7,0.9284,0.9284,68,88,2857
1789629834.051,7.06,27.2,0.932,0.931,67,59,2857
1789629835.053,7.06,26.7,0.9272,0.9272,62,0,2857
1789629836.055,7.06,22.9,0.93,0.93,64,68,2857
1789629837.057,8.10,24.8,0.9231,0.9231,70,88,2857
1789629838.059,8.10,30.5,0.9143,0.9151,61,0,2857
1789629839.061,8.10,37.2,0.9292,0.9294,62,0,2857
1789629840.063,8.10,32.8,0.9151,0.9141,72,89,2857
1789629841.066,8.10,29.5,0.9161,0.9171,65,0,2857
1789629842.069,7.77,21.2,0.9241,0.9241,62,0,2857
1789629843.071,7.77,30.6,0.92,0.919,72,89,2857
1789629844.073,7.77,20.4,0.9281,0.9291,70,79,2857
1789629845.075,7.77,34.2,0.9302,0.9302,62,0,2857
1789629846.078,7.77,36.6,0.9281,0.9275,71,89,2857
1789629847.08,7.39,30.2,0.917,0.9176,62,0,2857
1789629848.082,7.39,17.6,0.9343,0.9343,62,0,2857
1789629849.085,7.39,41.3,0.9208,0.9208,62,0,2857
1789629850.088,7.39,29.8,0.9291,0.9281,72,48,2857
1789629851.097,7.39,21.3,0.9233,0.9243,70,89,2857
1789629852.1,8.40,41.3,0.925,0.925,62,0,2857
1789629853.102,8.40,9.6,0.934,0.934,66,0,2857
1789629854.104,8.40,25.0,0.9249,0.9239,62,0,2857
1789629855.106,8.40,30.5,0.9143,0.9153,68,88,2857
1789629856.108,8.40,24.7,0.9223,0.9213,62,48,2857
1789629857.111,8.13,37.6,0.9168,0.9178,63,0,2857
1789629858.114,8.13,25.8,0.9187,0.9187,72,28,2857
1789629859.116,8.13,23.8,0.9231,0.9221,70,89,2857
1789629860.119,8.13,20.2,0.9254,0.9264,63,0,2857
1789629861.121,8.13,30.6,0.9167,0.9157,69,88,2857
1789629862.124,9.00,41.1,0.9096,0.9106,62,0,2857
1789629863.126,9.00,29.2,0.9211,0.9201,72,82,2857
1789629864.128,9.00,19.8,0.9253,0.9263,70,89,2857
1789629865.13,9.00,31.0,0.9161,0.9151,63,0,2857
1789629866.133,9.00,21.6,0.9208,0.9218,73,47,2857
1789629867.135,8.44,30.2,0.9158,0.9158,70,89,2857
1789629868.137,8.44,23.0,0.9234,0.9224,63,0,2857
1789629869.139,8.44,39.6,0.9248,0.9248,63,0,2857
1789629870.142,8.44,25.7,0.9295,0.9305,72,18,2857
1789629871.144,8.44,22.6,0.9313,0.9313,71,88,2857
1789629872.146,8.24,25.7,0.9332,0.9322,64,0,2857
1789629873.149,8.24,24.7,0.9326,0.9334,73,24,2857
1789629874.151,8.24,30.3,0.9303,0.9295,71,88,2857
1789629875.153,8.24,33.9,0.9132,0.9132,63,21,2857
1789629876.156,8.24,22.6,0.9247,0.9256,73,53,2857
1789629877.158,7.82,16.9,0.9261,0.9251,70,88,2857
1789629878.161,7.82,43.4,0.9059,0.9063,63,0,2857
1789629879.163,7.82,27.3,0.9306,0.9312,67,0,2857
1789629880.165,7.82,21.3,0.9323,0.9313,72,89,2857
1789629881.169,7.82,41.0,0.9217,0.9227,64,0,2857
1789629882.178,7.68,22.2,0.9286,0.9286,73,52,2857
1789629883.18,7.68,30.9,0.9192,0.9192,63,69,2857
1789629884.182,7.68,42.7,0.9202,0.9202,63,0,2857
1789629885.185,7.68,26.8,0.9205,0.9199,70,8,2857
1789629886.187,7.68,34.2,0.9124,0.913,71,88,2857
1789629887.189,7.46,32.2,0.9193,0.9193,64,0,2857
1789629888.192,7.46,16.0,0.9316,0.9316,73,88,2857
1789629889.194,7.46,36.1,0.9172,0.917,63,0,2857
1789629890.196,7.46,32.7,0.9182,0.9174,64,0,2857
1789629891.199,7.46,17.3,0.9318,0.9318,72,87,2857
1789629892.201,8.31,42.8,0.9158,0.9161,63,0,2857
1789629893.204,8.31,28.3,0.9197,0.9205,69,6,2857
1789629894.206,8.31,31.2,0.9154,0.9154,71,88,2857
1789629895.209,8.31,44.5,0.9063,0.9063,63,89,2857
1789629896.211,8.31,26.9,0.9227,0.9225,73,0,2857
1789629897.213,7.88,24.9,0.9302,0.9294,71,88,2857
1789629898.215,7.88,31.4,0.93,0.931,66,0,2857
1789629899.218,7.88,17.8,0.928,0.9276,73,85,2857
1789629900.22,7.88,20.5,0.9249,0.9252,63,90,2857
1789629901.222,7.88,28.5,0.9234,0.9234,65,0,2857
1789629902.225,7.49,23.8,0.93,0.93,73,0,2857
1789629903.227,7.49,26.5,0.9223,0.9213,71,88,2857
1789629904.229,7.49,35.2,0.9132,0.9142,64,0,2857
1789629905.231,7.49,28.4,0.9183,0.9173,73,88,2857
1789629906.233,7.49,37.2,0.9111,0.9121,64,42,2857
1789629907.236,7.21,36.4,0.9105,0.9105,66,0,2857
1789629908.238,7.21,24.5,0.9192,0.9192,73,14,2857
1789629909.24,7.21,30.0,0.9164,0.9164,63,88,2857
1789629910.243,7.21,42.4,0.9084,0.9084,64,0,2857
1789629911.245,7.21,13.9,0.9303,0.9293,73,5,2857
1789629912.246,6.79,11.4,0.9333,0.9343,63,0,2857
1789629913.249,6.79,29.2,0.9163,0.9163,62,0,2857
1789629914.252,6.79,41.5,0.9088,0.9088,67,88,2863
1789629915.254,6.79,33.9,0.915,0.915,68,0,2863
1789629916.256,6.79,20.3,0.9254,0.9244,72,87,2863
1789629917.26,7.53,40.2,0.9237,0.9247,65,0,2863
1789629918.261,7.53,34.8,0.9183,0.9173,73,88,2863
1789629919.264,7.53,39.9,0.9108,0.9115,64,51,2863
1789629920.267,7.53,27.5,0.919,0.9192,73,89,2863
1789629921.27,7.53,39.8,0.9123,0.9123,64,9,2863
1789629922.272,7.25,20.7,0.9251,0.9241,74,88,2863
1789629923.275,7.25,39.9,0.9249,0.9259,65,36,2863
1789629924.277,7.25,21.9,0.9318,0.9308,73,88,2863
1789629925.28,7.25,40.4,0.9117,0.9127,64,69,2863
1789629926.282,7.25,35.4,0.9346,0.9346,74,88,2863
1789629927.284,8.03,30.6,0.9233,0.9223,64,82,2863
1789629928.287,8.03,31.9,0.9308,0.9318,75,0,2863
1789629929.289,8.03,36.4,0.9182,0.9172,73,88,2863
1789629930.291,8.03,39.1,0.9161,0.9161,66,0,2863
1789629931.294,8.03,34.6,0.9127,0.914,74,86,2863
1789629932.297,7.62,37.4,0.917,0.9157,65,73,2863
1789629933.299,7.62,25.3,0.9249,0.9259,74,76,2863
1789629934.301,7.62,34.5,0.922,0.921,64,89,2863
1789629935.304,7.62,27.9,0.919,0.919,74,35,2863
1789629936.306,7.62,39.3,0.9081,0.9091,75,87,2863
1789629937.309,7.49,36.0,0.9183,0.9193,70,0,2863
1789629938.311,7.49,34.5,0.916,0.915,74,86,2863
1789629939.313,7.49,40.3,0.9243,0.9237,66,0,2863
1789629940.315,7.49,34.5,0.9319,0.9315,74,87,2863
1789629941.317,7.49,40.7,0.9121,0.9131,66,0,2863
1789629942.319,7.21,21.3,0.9283,0.9283,74,89,2863
1789629943.322,7.21,43.9,0.9239,0.9229,66,1,2863
1789629944.325,7.21,32.1,0.9305,0.9315,75,48,2863
1789629945.327,7.21,45.1,0.911,0.911,73,88,2863
1789629946.33,7.21,31.5,0.9246,0.9246,74,6,2863
1789629947.333,6.88,21.1,0.9243,0.9233,72,88,2863
1789629948.336,6.88,43.6,0.9239,0.9249,66,0,2863
1789629949.339,6.88,25.1,0.9201,0.9191,74,86,2863
1789629950.341,6.88,39.1,0.9232,0.9232,65,41,2863
1789629951.343,6.88,23.5,0.9286,0.9296,75,88,2863
1789629952.345,7.61,32.3,0.9218,0.921,65,90,2863
1789629953.349,7.61,29.5,0.9165,0.9172,75,30,2863
1789629954.351,7.61,27.1,0.9264,0.9264,74,88,2863
1789629955.354,7.61,34.7,0.9159,0.9159,74,0,2863
1789629956.356,7.61,39.5,0.9102,0.9102,74,88,2863
1789629957.358,8.52,35.9,0.92,0.92,73,0,2863
1789629958.36,8.52,24.1,0.9261,0.9251,75,87,2863
1789629959.362,8.52,37.7,0.925,0.926,65,0,2863
1789629960.365,8.52,35.6,0.9208,0.9208,75,88,2863
1789629961.367,8.52,38.5,0.9141,0.9141,74,88,2863
1789629962.369,8.16,15.6,0.929,0.929,69,32,2863
1789629963.371,8.16,39.8,0.9145,0.9141,73,91,2863
1789629964.374,8.16,35.6,0.9292,0.9296,75,88,2863
1789629965.377,8.16,39.5,0.91,0.9108,73,90,2863
1789629966.379,8.16,21.0,0.9243,0.9233,75,88,2863
1789629967.382,7.66,40.4,0.9248,0.9248,74,86,2863
1789629968.384,7.66,34.6,0.9212,0.9204,74,88,2863
1789629969.386,7.66,36.1,0.9221,0.9221,73,81,2863
1789629970.389,7.66,17.6,0.9274,0.9284,68,11,2863
1789629971.391,7.66,40.9,0.9237,0.9237,74,89,2863
1789629972.395,7.37,35.3,0.9309,0.9299,71,51,2863
1789629973.396,7.37,29.2,0.9233,0.9233,75,88,2863
1789629974.399,7.37,33.5,0.9247,0.9249,66,0,2863
1789629975.402,7.37,36.1,0.9327,0.9335,75,87,2863
1789629976.404,7.37,40.2,0.9289,0.9289,75,57,2863
1789629977.406,7.02,20.9,0.9357,0.9347,75,88,2863
1789629978.408,7.02,32.5,0.9252,0.9262,73,88,2863
1789629979.41,7.02,28.8,0.9291,0.9281,67,0,2863
1789629980.412,7.02,29.5,0.9192,0.9202,75,88,2863
1789629981.415,7.02,23.3,0.931,0.931,67,0,2863
1789629982.417,7.34,30.9,0.9173,0.9163,74,88,2863
1789629983.419,7.34,30.4,0.9208,0.9208,67,0,2863
1789629984.423,7.34,20.5,0.9256,0.9256,75,88,2863
1789629985.426,7.34,40.7,0.918,0.919,66,12,2863
1789629986.428,7.34,30.9,0.9319,0.9309,75,88,2863
1789629987.431,7.31,37.2,0.9186,0.9188,66,0,2863
1789629988.433,7.31,34.9,0.913,0.913,76,86,2863
1789629989.436,7.31,40.4,0.914,0.9148,66,0,2863
1789629990.438,7.31,33.5,0.9162,0.9162,76,89,2863
1789629991.44,7.31,41.7,0.9169,0.9169,66,0,2863
1789629992.442,6.97,20.2,0.9292,0.9282,76,88,2863
1789629993.444,6.97,41.6,0.9147,0.9157,66,0,2863
1789629994.446,6.97,20.3,0.9322,0.9322,76,88,2863
1789629995.449,6.97,40.2,0.9222,0.9212,73,79,2863
1789629996.451,6.97,35.8,0.9329,0.9339,75,89,2863
1789629997.453,7.77,40.1,0.9191,0.9191,74,88,2863
1789629998.46,7.77,35.0,0.914,0.914,75,24,2863
1789629999.462,7.77,39.8,0.9162,0.9162,74,89,2863
1789630000.464,7.77,22.3,0.933,0.932,74,61,2863
1789630001.466,7.77,32.8,0.9212,0.9222,74,88,2863
1789630002.468,7.55,29.6,0.9188,0.9197,69,0,2863
1789630003.47,7.55,30.6,0.9273,0.9253,76,86,2863
1789630004.473,7.55,30.7,0.9198,0.9208,68,0,2863
1789630005.475,7.55,21.9,0.924,0.924,75,87,2863
1789630006.478,7.55,40.8,0.9165,0.9165,67,30,2863
1789630007.481,7.10,22.7,0.9263,0.9263,76,89,2863
1789630008.483,7.10,40.0,0.9169,0.9159,66,88,2863
1789630009.485,7.10,35.7,0.921,0.921,76,89,2863
1789630010.488,7.10,39.9,0.9139,0.9149,66,89,2863
1789630011.489,7.10,23.6,0.9234,0.9234,76,40,2863
1789630012.492,6.77,9.6,0.9358,0.9358,66,0,2863
1789630013.494,6.77,12.6,0.9332,0.9332,65,0,2863
1789630014.496,6.77,13.1,0.8866,0.8862,64,0,769
1789630015.498,6.77,14.5,0.9237,0.924,64,3,685
1789630016.5,6.77,22.1,0.9289,0.928,63,27,1253
1789630017.503,6.63,18.2,0.9184,0.9194,63,48,1253
1789630018.506,6.63,29.3,0.9013,0.9003,66,0,1253
1789630019.51,6.63,40.1,0.9077,0.9087,64,17,1255
1789630020.512,6.63,34.5,0.9034,0.9024,66,0,1255
1789630021.514,6.63,28.0,0.9161,0.9161,64,0,1255
1789630022.518,6.26,41.0,0.9197,0.9197,63,20,1255
1789630023.52,6.26,17.1,0.9328,0.9328,64,0,1255
1789630024.522,6.26,25.4,0.9289,0.9289,63,11,1255
1789630025.524,6.26,33.8,0.9362,0.9362,64,0,1255
1789630026.526,6.26,17.3,0.9214,0.9224,62,0,1255
1789630027.528,6.24,27.9,0.925,0.924,64,0,1255
1789630028.532,6.24,36.6,0.9121,0.9131,62,0,1255
1789630029.534,6.24,22.4,0.9229,0.9229,64,8,1255
1789630030.536,6.24,34.9,0.9269,0.9269,63,0,1255
1789630031.538,6.24,35.7,0.9351,0.9341,64,18,1255
1789630032.541,6.86,36.4,0.931,0.932,62,0,1255
1789630033.543,6.86,35.1,0.9186,0.9176,64,15,1255
1789630034.546,6.86,23.2,0.9332,0.9342,62,0,1255
1789630035.549,6.86,33.8,0.9219,0.9219,64,16,1255
1789630036.552,6.86,22.4,0.923,0.923,61,0,1255
1789630037.554,6.95,15.6,0.9281,0.9281,63,14,1255
1789630038.556,6.95,26.0,0.9321,0.9311,61,0,1255
1789630039.559,6.95,36.8,0.9125,0.9135,61,0,1255
1789630040.561,6.95,34.9,0.9129,0.9129,63,18,1255
1789630041.564,6.95,37.2,0.9057,0.9057,61,0,1255
1789630042.566,7.60,34.5,0.9119,0.9109,63,26,1255
1789630043.568,7.60,16.6,0.9282,0.9282,61,0,1255
1789630044.57,7.60,10.4,0.9353,0.9353,62,34,1255
1789630045.572,7.60,12.9,0.9322,0.9322,60,0,1255
1789630046.575,7.60,31.3,0.9374,0.9374,61,0,1255
1789630047.578,7.15,30.6,0.9315,0.9325,60,37,1255
1789630048.58,7.15,35.4,0.9049,0.9039,62,31,1255
1789630049.584,7.15,36.7,0.9109,0.9119,60,0,1255
1789630050.586,7.15,34.3,0.914,0.913,62,36,1255
1789630051.588,7.15,31.6,0.9121,0.9121,60,0,1255
1789630052.59,6.74,9.2,0.9361,0.9371,61,0,1255
1789630053.592,6.74,25.6,0.9229,0.9219,60,0,1255
1789630054.595,6.74,20.9,0.93,0.931,60,10,1255
1789630055.597,6.74,21.8,0.9261,0.9261,60,0,1255
1789630056.598,6.74,10.6,0.9354,0.9354,60,0,1255
1789630057.601,6.68,28.0,0.9319,0.9309,60,0,1255
1789630058.604,6.68,34.2,0.918,0.919,60,10,1255
1789630059.606,6.68,36.6,0.9084,0.908,59,0,1255
1789630060.61,6.68,34.6,0.9345,0.9347,60,5,1255
1789630061.612,6.68,35.4,0.9349,0.9342,59,0,1255
1789630062.615,6.30,21.6,0.9294,0.9294,60,8,1255
1789630063.617,6.30,35.3,0.9102,0.9112,59,0,1255
1789630064.62,6.30,33.6,0.9098,0.9098,60,8,1255
1789630065.622,6.30,22.6,0.9225,0.9225,59,0,1255
1789630066.625,6.30,21.5,0.9257,0.9257,60,5,1255
1789630067.626,6.04,25.3,0.9203,0.9193,59,0,1255
1789630068.629,6.04,29.7,0.9149,0.9151,60,0,1255
1789630069.631,6.04,27.6,0.9341,0.9339,59,23,1255
1789630070.633,6.04,30.2,0.9139,0.9149,60,0,1255
1789630071.635,6.04,40.2,0.91,0.91,59,22,1255
1789630072.638,6.84,31.3,0.917,0.917,59,0,1255
1789630073.64,6.84,13.5,0.9301,0.9291,59,22,1255
1789630074.643,6.84,29.4,0.9158,0.9164,60,0,1255
1789630075.645,6.84,26.0,0.9277,0.9271,59,24,1255
1789630076.647,6.84,28.7,0.9148,0.915,59,0,1255
1789630077.649,6.53,26.1,0.9183,0.9181,59,20,1255
1789630078.653,6.53,32.4,0.9159,0.9159,59,0,1255
1789630079.665,6.53,26.8,0.9305,0.9305,59,9,1255
1789630080.668,6.53,14.9,0.9281,0.9281,60,0,1255
1789630081.67,6.53,26.8,0.9179,0.9189,60,32,1255
1789630082.673,7.29,31.5,0.9128,0.9128,60,0,1255
1789630083.675,7.29,40.5,0.9063,0.9063,59,28,1255
1789630084.677,7.29,30.8,0.9148,0.9148,59,0,1255
1789630085.68,7.29,40.9,0.904,0.903,59,35,1255
1789630086.682,7.29,29.7,0.9124,0.913,59,0,1255
1789630087.684,6.94,40.7,0.9295,0.9289,59,35,1255
1789630088.687,6.94,29.8,0.9197,0.9207,59,0,1255
1789630089.689,6.94,28.2,0.924,0.924,58,37,1255
1789630090.691,6.94,29.4,0.9171,0.9171,60,0,1255
1789630091.693,6.94,41.1,0.9238,0.9238,59,35,1255
1789630092.695,7.59,27.4,0.9172,0.917,59,0,1255
1789630093.697,7.59,9.4,0.9333,0.9326,58,0,1255
1789630094.699,7.59,13.8,0.93,0.9303,58,0,1255
1789630095.701,7.59,26.2,0.9144,0.9152,58,33,1255
1789630096.704,7.59,18.4,0.9244,0.9234,59,0,1255
1789630097.706,7.14,38.8,0.9071,0.908,58,33,1255
1789630098.708,7.14,28.5,0.9162,0.9162,59,0,1255
1789630099.71,7.14,29.7,0.9145,0.9145,58,38,1255
1789630100.714,7.14,28.0,0.9274,0.9276,60,0,1255
1789630101.717,7.14,40.6,0.9154,0.9151,58,37,1255
1789630102.719,6.81,9.8,0.9332,0.9322,60,0,1255
1789630103.721,6.81,26.5,0.9192,0.9192,58,0,1255
1789630104.723,6.81,26.3,0.9162,0.9172,58,0,1255
1789630105.725,6.81,17.8,0.9288,0.9278,58,0,1255
1789630106.728,6.81,21.3,0.9237,0.9237,58,8,1255
1789630107.731,6.34,27.1,0.9176,0.9186,58,37,1255
1789630108.733,6.34,9.6,0.9367,0.9363,60,0,1255
1789630109.735,6.34,25.7,0.9237,0.9241,58,0,1255
1789630110.737,6.34,14.5,0.9362,0.9352,58,16,1255
1789630111.738,6.34,9.1,0.9353,0.9363,58,0,1255
1789630112.74,6.96,26.4,0.9233,0.9223,58,15,1255
1789630113.742,6.96,8.9,0.9371,0.9381,57,0,1255
1789630114.745,6.96,23.0,0.9295,0.9285,57,0,1255
1789630115.747,6.96,15.7,0.9273,0.9283,58,0,1255
1789630116.749,6.96,8.4,0.9361,0.9351,57,0,1255
1789630117.751,7.60,29.4,0.9232,0.9242,59,0,1255
1789630118.753,7.60,26.4,0.9222,0.9212,58,27,1255
1789630119.755,7.60,14.9,0.9334,0.934,57,0,1255
1789630120.758,7.60,29.2,0.9223,0.9217,58,0,1255
1789630121.76,7.60,18.4,0.9252,0.9252,57,0,1255
1789630122.762,7.23,26.0,0.9232,0.9242,57,0,1255
1789630123.764,7.23,36.2,0.9149,0.9149,57,19,1255
1789630124.766,7.23,21.2,0.9284,0.9274,57,0,1255
1789630125.768,7.23,11.0,0.9372,0.9372,57,0,1255
1789630126.77,7.23,27.6,0.9294,0.9304,57,0,1255
1789630127.773,7.93,33.7,0.9142,0.9142,57,16,1255
1789630128.775,7.93,20.2,0.9263,0.9263,57,0,1255
1789630129.777,7.93,27.3,0.9231,0.9221,57,0,1255
1789630130.779,7.93,18.5,0.928,0.929,57,0,1255
1789630131.782,7.93,28.0,0.9339,0.9339,58,22,1255
